	4275	4277	4279	4280	4280a	4281
ENSG00000044574	27367	48586	39173	27727	30756	35208
ENSG00000046604	17	18	22	10	17	5
ENSG00000046647	235	231	341	339	332	178
ENSG00000046651	1960	2269	3315	3787	3515	2091
ENSG00000046653	2	3	4	3	12	3
ENSG00000046774	0	0	0	0	0	0
ENSG00000046889	1	0	0	2	2	4
ENSG00000047056	1119	1635	1642	1465	1395	1130
ENSG00000047188	2466	2528	3207	2610	2473	1582
ENSG00000047230	136	126	171	157	144	62
ENSG00000047249	719	974	637	950	1023	704
ENSG00000047315	3964	4390	5299	4406	4203	2827
ENSG00000047346	2804	3174	3630	3206	2986	2150
ENSG00000047365	2913	3300	4490	4494	3972	2732
ENSG00000047410	3751	4182	5631	5269	4216	1660
ENSG00000047457	0	3	2	0	0	0
ENSG00000047578	929	1143	835	815	616	520
ENSG00000047579	319	375	362	446	435	431
ENSG00000047597	17	23	14	16	10	12
ENSG00000047617	2	2	0	2	1	1
ENSG00000047621	140	172	219	309	356	232
ENSG00000047634	1939	1452	1708	1310	1055	786
ENSG00000047644	1327	1798	1508	1562	1298	1074
ENSG00000047648	14	28	8	16	15	10
ENSG00000047662	1	3	3	0	1	1
ENSG00000047849	1470	1562	2319	2898	2609	869
ENSG00000047932	613	661	836	1016	1038	518
ENSG00000047936	0	1	0	0	1	0
ENSG00000048028	366	481	888	694	644	347
ENSG00000048052	42	95	94	53	53	60
ENSG00000048140	445	849	716	922	961	462
ENSG00000048162	173	171	205	160	162	201
ENSG00000048342	0	2	0	1	0	0
ENSG00000048392	1074	1713	914	937	1008	1541
ENSG00000048405	1833	2094	2735	3065	3009	1835
ENSG00000048462	2	3	2	2	2	5
ENSG00000048471	781	1213	858	570	504	223
ENSG00000048540	1	0	1	0	2	0
ENSG00000048544	444	463	447	537	626	348
ENSG00000048545	0	2	1	3	0	0
ENSG00000048649	2879	2956	3218	3768	3500	2262
ENSG00000048707	2730	3496	4131	3407	2465	1091
ENSG00000048740	5652	5589	5769	6717	5542	4263
ENSG00000048828	2252	2751	2657	2510	2176	2286
ENSG00000048991	636	589	871	766	631	242
ENSG00000049089	223	123	176	189	204	106
ENSG00000049130	1	0	0	0	2	0
ENSG00000049167	33	48	33	60	65	20
ENSG00000049192	64	71	41	15	15	13
ENSG00000049239	957	1525	1455	1397	1121	589
ENSG00000049245	1375	1544	1461	1207	1276	1615
ENSG00000049246	179	249	387	184	161	144
ENSG00000049247	1	1	3	0	2	0
ENSG00000049249	118	333	222	88	108	130
ENSG00000049283	0	0	0	0	0	0
ENSG00000049323	12	17	12	9	18	7
ENSG00000049449	63	72	84	93	89	68
ENSG00000049540	0	6	1	3	1	5
ENSG00000049541	354	472	404	481	581	417
ENSG00000049618	1896	2314	2783	2330	1829	765
ENSG00000049656	1316	1383	1667	1715	1603	1056
ENSG00000049759	131	69	112	224	228	123
ENSG00000049768	131	172	149	340	281	62
ENSG00000049769	225	239	276	280	311	138
ENSG00000049860	1855	1952	1423	1352	1459	1789
ENSG00000049883	82	98	127	155	124	24
ENSG00000050030	11	28	23	23	18	12
ENSG00000050130	653	837	482	447	454	644
ENSG00000050165	42	78	83	75	75	73
ENSG00000050327	104	93	132	189	168	54
ENSG00000050344	194	421	492	917	990	308
ENSG00000050393	177	215	242	211	209	169
ENSG00000050405	129	122	195	265	276	95
ENSG00000050426	1220	1562	2330	2603	2890	1606
ENSG00000050438	61	76	170	100	81	86
ENSG00000050555	4	8	10	49	48	0
ENSG00000050628	17	11	15	5	10	6
ENSG00000050730	19	21	28	82	58	48
ENSG00000050748	1021	1416	1099	1291	1447	1010
ENSG00000050767	1	3	3	3	5	10
ENSG00000050820	4	12	3	7	2	1
ENSG00000051009	1773	2317	1832	1790	1687	1805
ENSG00000051108	4763	5432	5917	5247	5706	6066
ENSG00000051128	121	250	34	81	71	185
ENSG00000051180	10	5	5	21	20	9
ENSG00000051341	4	9	15	10	8	0
ENSG00000051382	1431	2186	1515	2059	1986	1818
ENSG00000051523	8998	11004	6323	7994	8321	15159
ENSG00000051596	118	135	155	224	284	100
ENSG00000051620	1912	1785	1994	2270	2120	1347
ENSG00000051825	515	444	870	777	583	285
ENSG00000052126	88	90	189	237	244	72
ENSG00000052344	0	0	0	0	0	0
ENSG00000052723	1130	1311	1376	1228	1218	988
ENSG00000052749	720	1204	749	631	618	550
ENSG00000052795	908	884	716	1050	798	475
ENSG00000052802	323	340	415	390	450	297
ENSG00000052841	2358	2128	3259	2980	2610	1818
ENSG00000052850	0	0	0	0	1	0
ENSG00000053108	6	4	3	2	1	1
ENSG00000053254	4544	5731	3877	3462	3007	3211
ENSG00000053328	0	0	4	1	0	0
ENSG00000053371	77	103	125	142	164	93
ENSG00000053372	101	119	160	192	243	100
ENSG00000053438	1	1	0	1	3	1
ENSG00000053501	264	304	362	337	454	317
ENSG00000053524	35	49	82	120	94	23
ENSG00000053702	1	0	0	1	0	0
ENSG00000053747	3	2	2	4	4	3
ENSG00000053770	954	992	996	1245	1193	568
ENSG00000053900	366	427	494	475	457	444
ENSG00000053918	175	540	172	171	140	218
ENSG00000054116	1288	1469	1159	1401	1653	1474
ENSG00000054118	4238	4883	4058	4301	3933	2902
ENSG00000054148	63	70	127	153	145	170
ENSG00000054179	5	1	2	6	13	8
ENSG00000054219	321	353	243	251	256	671
ENSG00000054267	6651	7559	6965	8692	8716	6447
ENSG00000054277	123	165	90	44	48	74
ENSG00000054282	180	222	217	193	246	169
ENSG00000054356	7	9	5	2	5	6
ENSG00000054392	1	3	7	10	17	4
ENSG00000054523	616	921	587	635	496	831
ENSG00000054598	3	11	2	1	2	11
ENSG00000054611	1853	2256	1424	1573	1623	3397
ENSG00000054654	4579	6083	15517	16173	11707	3414
ENSG00000054690	17	17	34	24	36	4
ENSG00000054793	125	214	149	158	150	96
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	1	0
ENSG00000054938	0	0	0	1	1	0
ENSG00000054965	920	1073	816	1021	925	763
ENSG00000054967	4499	5700	4240	3743	3768	7690
ENSG00000054983	2170	3536	1006	993	1058	3233
ENSG00000055044	3319	3186	4124	4691	5208	3016
ENSG00000055070	4075	5636	4510	4611	4882	6189
ENSG00000055118	18	32	19	23	17	14
ENSG00000055130	1239	1317	1617	1645	1623	672
ENSG00000055147	242	278	329	337	373	307
ENSG00000055163	12001	9747	9787	10311	8885	6099
ENSG00000055208	7262	8869	7368	7621	6819	5353
ENSG00000055211	1129	1675	969	1156	1224	1569
ENSG00000055332	1169	1849	2004	3411	2868	887
ENSG00000055483	3660	3110	4398	4838	4207	2048
ENSG00000055609	7973	10394	12902	9306	6533	5433
ENSG00000055732	1	1	4	0	0	5
ENSG00000055813	0	0	0	0	1	0
ENSG00000055917	4316	5118	4921	4971	4639	3598
ENSG00000055950	460	499	652	782	753	471
ENSG00000055955	30	16	24	35	24	16
ENSG00000055957	32	16	10	25	23	29
ENSG00000056050	88	119	154	164	229	83
ENSG00000056097	2418	2742	3036	3613	3420	1667
ENSG00000056277	85	105	123	105	86	60
ENSG00000056291	0	0	0	0	0	0
ENSG00000056487	3	2	0	0	0	0
ENSG00000056558	3165	5895	4498	5808	5262	2111
ENSG00000056586	2002	2852	3183	2508	2221	1914
ENSG00000056736	5	3	7	1	0	5
ENSG00000056972	540	613	676	736	666	397
ENSG00000056998	1	1	0	0	0	1
ENSG00000057019	16	24	9	17	15	7
ENSG00000057149	0	0	0	0	0	0
ENSG00000057252	1363	1731	1818	1914	1763	1344
ENSG00000057294	6	11	7	15	25	4
ENSG00000057468	0	1	3	1	2	1
ENSG00000057593	0	1	1	1	0	0
ENSG00000057608	2423	3395	3404	3906	3984	2384
ENSG00000057657	850	1023	1629	1762	1519	1261
ENSG00000057663	577	707	735	797	994	699
ENSG00000057704	3241	4015	755	820	774	3428
ENSG00000057757	1654	2139	1991	1985	2255	2289
ENSG00000057935	497	489	519	522	458	188
ENSG00000058056	37	45	76	86	93	35
ENSG00000058063	8610	10398	7993	8563	7713	6988
ENSG00000058085	0	0	0	1	1	0
ENSG00000058091	125	208	156	136	144	104
ENSG00000058262	4984	6982	7651	6679	6719	4483
ENSG00000058272	2636	2847	2807	3410	3254	2754
ENSG00000058335	9	9	24	6	12	7
ENSG00000058404	6	13	7	10	14	10
ENSG00000058453	420	557	603	613	576	362
ENSG00000058600	1649	1454	2314	2647	2359	1168
ENSG00000058668	973	1400	2013	1384	1034	848
ENSG00000058673	5	21	7	17	10	8
ENSG00000058729	404	376	540	519	557	293
ENSG00000058799	292	267	356	399	431	372
ENSG00000058804	239	260	382	349	374	218
ENSG00000058866	6	12	5	12	7	10
ENSG00000059122	2685	2794	2768	3240	3205	1298
ENSG00000059145	670	875	670	810	773	971
ENSG00000059377	1102	1702	345	325	372	1457
ENSG00000059378	1534	1629	2022	2435	2179	1096
ENSG00000059573	176	230	259	314	278	129
ENSG00000059588	956	881	1079	856	775	355
ENSG00000059691	53	73	81	80	83	40
ENSG00000059728	13966	17096	6859	12139	11432	21233
ENSG00000059758	2011	2220	2921	3334	3311	2231
ENSG00000059769	268	409	346	326	405	431
ENSG00000059804	23915	37863	23580	26565	25793	47733
ENSG00000059915	143	218	217	235	255	110
ENSG00000060069	1740	2072	1456	1652	1672	2136
ENSG00000060138	627	642	922	797	856	661
ENSG00000060140	5	3	21	12	28	30
ENSG00000060237	6318	8686	8783	10211	7228	3443
ENSG00000060303	0	0	0	0	0	0
ENSG00000060339	3609	3313	4262	4278	4109	3061
ENSG00000060491	3959	4997	4043	4979	4733	7412
ENSG00000060558	4251	5038	2363	2236	2550	5406
ENSG00000060566	0	0	1	0	0	2
ENSG00000060642	114	188	155	140	128	103
ENSG00000060656	1	3	5	8	7	1
ENSG00000060688	496	572	639	759	727	334
ENSG00000060709	0	0	0	1	0	1
ENSG00000060718	0	1	0	0	2	0
ENSG00000060749	290	312	366	392	316	94
ENSG00000060762	402	732	386	504	587	771
ENSG00000060971	1045	2021	1073	1393	1487	1499
ENSG00000060982	200	244	131	97	87	215
ENSG00000061273	4095	5869	4975	5008	4815	4002
ENSG00000061337	19	1	3	16	11	0
ENSG00000061455	0	1	2	5	4	0
ENSG00000061492	7	7	4	4	3	0
ENSG00000061656	539	387	645	481	475	296
ENSG00000061676	117	140	216	141	160	121
ENSG00000061794	358	376	432	580	650	248
ENSG00000061918	26	34	13	13	10	9
ENSG00000061936	2588	2585	3057	3197	2893	1727
ENSG00000061938	5403	6820	5016	4903	4438	4076
ENSG00000061987	1130	1313	1526	1313	1032	906
ENSG00000062038	56	39	31	42	47	15
ENSG00000062096	0	1	0	0	1	1
ENSG00000062194	5916	6987	5533	6809	6680	6626
ENSG00000062282	1360	2709	379	361	432	2791
ENSG00000062370	1	2	0	0	0	0
ENSG00000062485	3125	3589	3713	4141	3728	2271
ENSG00000062524	264	249	251	236	262	225
ENSG00000062582	5	11	8	7	5	11
ENSG00000062598	2226	2476	2822	3105	2703	1936
ENSG00000062650	2839	3511	3145	3631	3379	2289
ENSG00000062716	3100	4187	1708	2254	2517	5190
ENSG00000062725	1015	1047	1201	1353	1321	722
ENSG00000062822	209	337	237	224	230	195
ENSG00000063015	72	71	24	25	15	85
ENSG00000063046	14150	16685	20412	23895	23673	11367
ENSG00000063127	69	71	85	105	91	50
ENSG00000063169	1039	1095	1029	918	779	820
ENSG00000063176	296	437	296	314	294	264
ENSG00000063177	25201	27624	30897	40271	48501	31638
ENSG00000063180	475	473	490	538	600	359
ENSG00000063241	36	32	49	48	74	56
ENSG00000063244	3636	3730	4622	4466	4304	3182
ENSG00000063245	2176	3107	1924	2298	2122	2679
ENSG00000063322	1537	2114	1714	2139	1818	1266
ENSG00000063438	34	174	21	33	37	64
ENSG00000063515	1	2	0	1	1	0
ENSG00000063587	469	524	647	704	577	182
ENSG00000063601	1456	1594	2023	1713	1610	955
ENSG00000063660	1	0	4	5	1	3
ENSG00000063761	20	17	20	19	17	15
ENSG00000063854	401	610	542	793	858	488
ENSG00000063978	2913	2967	3353	4263	4130	2260
ENSG00000064012	4605	8927	6385	7553	7099	6166
ENSG00000064042	1	1	2	3	3	0
ENSG00000064102	587	619	759	1066	1051	571
ENSG00000064115	98	100	161	182	151	71
ENSG00000064195	0	0	0	0	0	0
ENSG00000064199	10	9	7	5	3	2
ENSG00000064201	213	201	392	404	428	241
ENSG00000064205	0	0	0	0	2	0
ENSG00000064218	0	0	0	0	0	0
ENSG00000064225	351	407	121	69	84	578
ENSG00000064270	94	204	11	35	32	75
ENSG00000064300	7	6	5	3	3	3
ENSG00000064309	13	3	12	8	9	5
ENSG00000064313	1195	1322	1464	1359	1221	784
ENSG00000064393	2777	3207	3183	2548	1990	1386
ENSG00000064419	1102	1312	1401	1280	1123	595
ENSG00000064489	1	2	1	1	0	2
ENSG00000064490	718	882	797	1013	1130	966
ENSG00000064545	110	94	122	124	152	103
ENSG00000064547	2124	2063	1869	1951	2000	2137
ENSG00000064601	1367	1892	772	1063	953	1341
ENSG00000064607	2404	2421	3373	3300	2773	1424
ENSG00000064651	178	189	260	202	218	98
ENSG00000064652	12	16	22	27	41	20
ENSG00000064655	3	2	1	5	3	1
ENSG00000064666	9120	12124	4345	5559	5073	10403
ENSG00000064687	1880	2833	1495	1633	1587	2636
ENSG00000064692	2	0	1	3	1	2
ENSG00000064703	1019	1104	1292	995	1054	700
ENSG00000064726	1934	1872	2452	2990	2967	1790
ENSG00000064763	29	54	15	18	36	43
ENSG00000064787	6	5	9	30	20	5
ENSG00000064835	0	0	0	0	0	0
ENSG00000064886	293	98	196	182	203	117
ENSG00000064932	6512	7926	5954	8583	8072	12818
ENSG00000064933	255	162	311	286	310	221
ENSG00000064961	1676	2293	1338	1579	1638	2493
ENSG00000064989	23	16	26	11	20	4
ENSG00000064995	1066	1113	1323	913	1062	1373
ENSG00000064999	273	335	378	242	195	271
ENSG00000065000	3942	4029	4339	4567	4196	2579
ENSG00000065029	2069	2355	3104	2711	2400	1250
ENSG00000065054	7	14	16	12	28	7
ENSG00000065057	10	13	15	17	14	15
ENSG00000065060	373	387	617	440	338	120
ENSG00000065135	1653	2471	1264	1671	1991	2232
ENSG00000065150	1585	1850	2304	1828	1838	859
ENSG00000065154	534	852	629	438	518	741
ENSG00000065183	99	140	151	219	211	72
ENSG00000065243	1999	2339	2175	2028	1911	1850
ENSG00000065268	107	103	185	247	223	94
ENSG00000065308	222	208	329	292	240	77
ENSG00000065320	8	5	5	4	8	4
ENSG00000065325	0	0	1	0	0	1
ENSG00000065328	22	24	30	46	36	18
ENSG00000065357	6405	5998	7899	9091	8164	4499
ENSG00000065361	16	14	15	18	13	8
ENSG00000065371	0	0	0	0	1	0
ENSG00000065413	2259	2446	2660	2231	1866	1410
ENSG00000065427	2350	2601	3061	3802	3868	1754
ENSG00000065457	357	490	449	571	480	346
ENSG00000065485	17	18	21	11	21	25
ENSG00000065491	700	777	908	958	872	453
ENSG00000065518	1277	1249	1537	1690	1730	1607
ENSG00000065526	4609	7140	6777	3882	2423	1737
ENSG00000065534	39	34	11	6	5	11
ENSG00000065548	2286	2544	3143	3279	3602	3040
ENSG00000065559	1086	1267	842	1068	976	1290
ENSG00000065600	111	129	161	194	236	88
ENSG00000065609	0	0	1	1	0	0
ENSG00000065613	2429	3078	2628	2768	2554	2604
ENSG00000065615	1420	1841	1122	1261	1416	1620
ENSG00000065618	17	65	8	56	50	18
ENSG00000065621	18	19	22	17	29	15
ENSG00000065665	754	851	820	711	767	710
ENSG00000065675	1200	1045	1723	2377	2220	790
ENSG00000065717	166	167	121	158	173	62
ENSG00000065802	628	624	941	905	1026	423
ENSG00000065809	10361	11517	8589	12225	12764	6571
ENSG00000065833	12	67	39	17	16	42
ENSG00000065882	1625	1973	2014	1333	1326	966
ENSG00000065883	2134	2147	2684	2680	2340	1121
ENSG00000065911	607	600	718	1083	1319	931
ENSG00000065923	293	451	533	360	315	188
ENSG00000065970	2970	4109	3088	3157	2763	1908
ENSG00000065978	12298	13390	15618	18252	18528	12414
ENSG00000065989	578	607	492	323	308	305
ENSG00000066027	1879	2396	2440	2583	2692	2192
ENSG00000066032	2	1	0	0	3	0
ENSG00000066044	880	861	884	1231	1210	652
ENSG00000066056	7	3	5	5	8	3
ENSG00000066084	2662	3277	2610	3111	2514	1325
ENSG00000066117	1451	1414	1943	1795	1695	919
ENSG00000066135	626	881	910	872	784	357
ENSG00000066136	629	605	623	750	741	543
ENSG00000066185	6	4	6	9	8	8
ENSG00000066230	0	3	1	2	0	0
ENSG00000066248	2	0	0	0	0	0
ENSG00000066279	28	10	47	25	28	19
ENSG00000066294	517	1093	1280	1384	1038	434
ENSG00000066322	1144	1175	946	1142	1141	814
ENSG00000066336	10703	19280	3744	5014	4716	23320
ENSG00000066379	650	730	681	859	1007	1225
ENSG00000066382	0	2	3	4	1	0
ENSG00000066405	0	0	0	2	0	0
ENSG00000066422	2388	2623	2742	2365	2302	1568
ENSG00000066427	770	754	917	639	612	596
ENSG00000066455	731	912	795	1099	1086	682
ENSG00000066468	1	5	3	2	1	4
ENSG00000066557	548	594	787	704	572	495
ENSG00000066583	68	58	112	101	111	95
ENSG00000066629	2	2	5	5	4	1
ENSG00000066651	287	310	415	379	420	309
ENSG00000066654	1331	1522	1826	1387	1381	1302
ENSG00000066697	129	153	176	197	243	108
ENSG00000066735	4	2	6	5	7	0
ENSG00000066739	3329	3956	5527	5060	4067	1327
ENSG00000066777	2903	3501	3757	3819	3339	1877
ENSG00000066813	0	0	0	1	0	0
ENSG00000066827	130	171	139	109	124	95
ENSG00000066855	155	95	166	177	198	84
ENSG00000066923	109	115	125	114	113	69
ENSG00000066926	114	145	227	199	187	109
ENSG00000066933	386	418	463	428	311	159
ENSG00000067048	9244	10255	10995	8192	7627	25
ENSG00000067057	598	788	1156	2165	2036	456
ENSG00000067064	3865	4211	4548	3264	3526	5188
ENSG00000067066	3802	4529	5384	7005	6324	2756
ENSG00000067082	21138	26874	25054	19427	19135	22517
ENSG00000067113	46	76	77	102	96	70
ENSG00000067141	68	147	230	211	189	59
ENSG00000067167	7398	8686	9642	11135	11980	7629
ENSG00000067177	3	13	7	8	4	1
ENSG00000067182	2571	2641	1372	2191	2183	4359
ENSG00000067191	288	281	588	686	623	336
ENSG00000067208	44	67	32	33	37	41
ENSG00000067221	99	141	72	80	80	83
ENSG00000067225	27922	40024	23378	29679	31378	40648
ENSG00000067248	1201	1216	1380	1210	1203	734
ENSG00000067334	2331	2888	2397	2183	2290	1982
ENSG00000067365	317	413	400	462	455	350
ENSG00000067369	2098	2583	3002	2482	2101	1282
ENSG00000067445	40	45	35	34	34	15
ENSG00000067533	153	184	191	256	247	90
ENSG00000067560	13422	20225	10340	14057	15678	23529
ENSG00000067596	1854	2289	2214	1786	1670	1216
ENSG00000067601	54	55	63	59	67	30
ENSG00000067606	175	233	199	177	172	193
ENSG00000067646	551	661	578	640	608	2
ENSG00000067704	1119	1310	1230	1369	1518	741
ENSG00000067715	0	1	2	2	3	1
ENSG00000067798	0	11	2	1	1	22
ENSG00000067829	1285	1441	1438	1566	1489	1449
ENSG00000067836	125	341	165	192	214	193
ENSG00000067840	89	136	355	171	171	244
ENSG00000067842	0	0	0	0	0	0
ENSG00000067900	5394	6028	4599	4484	3957	4179
ENSG00000067955	879	1104	1159	1349	1447	992
ENSG00000067992	1611	1997	2033	2261	2135	2258
ENSG00000068001	79	132	48	31	46	111
ENSG00000068024	1101	888	700	775	643	895
ENSG00000068028	1927	2654	2817	2541	2942	2556
ENSG00000068078	0	2	2	2	0	0
ENSG00000068079	247	307	318	411	435	491
ENSG00000068097	428	205	683	283	248	206
ENSG00000068120	1807	2054	1846	1868	1914	1591
ENSG00000068137	83	147	96	57	100	112
ENSG00000068305	1852	2377	1835	2030	1723	1489
ENSG00000068308	7065	9504	5905	7025	6757	8710
ENSG00000068323	4644	7634	3366	3483	3270	6114
ENSG00000068354	820	895	1082	1178	1214	781
ENSG00000068366	1265	1669	1206	1422	1500	1522
ENSG00000068383	889	1017	603	664	656	833
ENSG00000068394	296	416	383	536	581	329
ENSG00000068400	4330	5186	6158	5148	4419	4207
ENSG00000068438	1012	1076	1488	1545	1631	1021
ENSG00000068489	20	42	32	20	24	11
ENSG00000068615	10	6	0	1	0	1
ENSG00000068650	935	1958	819	1016	739	734
ENSG00000068654	345	418	639	592	447	132
ENSG00000068697	2336	3372	1955	1640	1877	3329
ENSG00000068724	2041	2939	2973	2909	2709	1205
ENSG00000068745	1227	1380	1363	1227	1283	1362
ENSG00000068781	0	0	0	0	1	0
ENSG00000068784	484	588	412	485	544	751
ENSG00000068796	1855	2040	2820	3712	3268	959
ENSG00000068831	6534	6244	5083	5756	5728	3762
ENSG00000068878	4083	4160	4667	3620	3311	2957
ENSG00000068885	57	48	51	66	44	37
ENSG00000068903	1188	1328	1391	1124	1129	1573
ENSG00000068912	645	773	1113	1161	1276	696
ENSG00000068971	1166	1646	701	1070	1065	2173
ENSG00000068976	1831	1264	1061	1220	1155	802
ENSG00000068985	0	0	1	0	0	0
ENSG00000069011	0	0	1	0	1	3
ENSG00000069018	0	0	1	1	4	0
ENSG00000069020	350	338	485	420	313	150
ENSG00000069122	0	0	0	0	0	1
ENSG00000069188	206	200	209	117	75	26
ENSG00000069206	0	0	0	0	0	0
ENSG00000069248	1331	1480	1882	1795	1789	957
ENSG00000069275	2540	2853	3650	5107	5162	2533
ENSG00000069329	1554	2103	1516	1995	1710	960
ENSG00000069345	2352	2989	2619	3325	3584	2705
ENSG00000069399	10286	12348	5715	7656	7521	18743
ENSG00000069424	8639	9800	8226	9226	8571	9917
ENSG00000069431	0	0	1	2	3	0
ENSG00000069482	0	1	0	1	0	0
ENSG00000069493	1426	1512	1958	2057	1863	1115
ENSG00000069509	132	144	166	215	259	171
ENSG00000069535	3	0	0	0	0	0
ENSG00000069667	7112	7244	13204	15599	13563	7254
ENSG00000069696	36	21	65	67	54	49
ENSG00000069702	326	337	1064	892	892	729
ENSG00000069712	0	0	0	0	0	0
ENSG00000069764	0	0	0	0	0	0
ENSG00000069812	0	3	2	3	0	0
ENSG00000069849	884	885	1477	1166	1440	713
ENSG00000069869	118	77	112	134	119	34
ENSG00000069943	726	786	885	799	842	762
ENSG00000069956	1968	2316	1645	1782	1679	2328
ENSG00000069966	642	864	920	994	920	467
ENSG00000069974	1240	1622	1229	1714	1740	1457
ENSG00000069998	312	421	353	422	461	300
ENSG00000070010	3584	3345	3442	3725	3292	2591
ENSG00000070018	51	93	114	69	72	34
ENSG00000070019	1	3	2	9	4	1
ENSG00000070031	6	1	5	2	6	13
ENSG00000070047	1043	1458	1512	1721	1498	770
ENSG00000070061	748	916	1186	830	826	484
ENSG00000070081	958	1051	1077	1223	1259	796
ENSG00000070087	101	173	157	232	254	83
ENSG00000070159	1	1	0	1	2	1
ENSG00000070182	4	6	5	5	3	2
ENSG00000070190	1092	1523	987	1259	1334	1228
ENSG00000070193	0	0	0	0	0	0
ENSG00000070214	406	703	351	344	349	542
ENSG00000070269	472	393	512	678	700	276
ENSG00000070366	1771	2112	2029	1894	1729	1467
ENSG00000070367	1111	1280	1402	1679	1677	748
ENSG00000070371	29	44	57	97	77	58
ENSG00000070388	0	0	0	2	0	3
ENSG00000070404	25	45	14	22	32	29
ENSG00000070413	1929	2692	1339	1689	1545	1335
ENSG00000070423	2062	2307	2629	3671	3611	2435
ENSG00000070444	1247	1509	1236	1058	928	1066
ENSG00000070476	1110	1479	1068	1055	898	792
ENSG00000070495	4246	5146	3555	4219	4556	6779
ENSG00000070501	980	1403	992	1150	1242	2390
ENSG00000070526	9	19	27	42	48	11
ENSG00000070540	432	431	318	336	354	569
ENSG00000070601	1	1	1	1	2	1
ENSG00000070610	990	2021	876	713	656	1216
ENSG00000070614	872	1538	391	297	274	895
ENSG00000070669	12	20	33	24	17	5
ENSG00000070718	769	748	801	968	904	511
ENSG00000070729	2	1	0	2	1	0
ENSG00000070731	86	93	63	56	51	99
ENSG00000070748	1	0	1	0	0	0
ENSG00000070756	81273	85308	105302	131669	117870	62653
ENSG00000070759	791	1466	528	764	798	1557
ENSG00000070761	1521	1534	1807	1039	1140	1035
ENSG00000070770	1369	1608	2106	2415	2162	1076
ENSG00000070778	7	7	6	5	3	5
ENSG00000070785	43	42	46	69	80	26
ENSG00000070808	387	760	586	519	545	543
ENSG00000070814	1053	1034	1465	1626	1428	711
ENSG00000070831	8230	9448	6350	8820	9269	10869
ENSG00000070882	320	263	573	557	536	247
ENSG00000070886	22	21	17	19	22	6
ENSG00000070915	1	0	5	4	6	1
ENSG00000070950	429	523	492	441	412	185
ENSG00000070961	2776	3466	3003	2353	2179	2291
ENSG00000070985	35	27	27	24	12	6
ENSG00000071051	2654	3462	1970	2873	2681	2739
ENSG00000071054	4879	6570	5013	5704	5251	3561
ENSG00000071073	4712	3998	5160	5010	5179	4235
ENSG00000071082	18795	25348	26315	35184	47954	29959
ENSG00000071127	5777	8766	4615	5412	5050	4620
ENSG00000071189	1111	1379	1154	1108	1046	1231
ENSG00000071203	0	0	0	1	0	0
ENSG00000071205	126	196	177	188	202	92
ENSG00000071242	196	329	256	289	255	109
ENSG00000071243	847	926	883	788	787	924
ENSG00000071246	116	506	357	110	144	42
ENSG00000071282	2	3	16	10	5	8
ENSG00000071462	1053	1119	1425	1712	1966	1032
ENSG00000071537	2731	3883	3628	3147	2826	2227
ENSG00000071539	14	33	35	18	25	12
ENSG00000071553	6965	10130	3894	5561	5486	7936
